Site,Platform,ElementType,Label,Description,ByType,By
All,landscape,TextField,vip_txfMyAdImage,textfield to show ad image,xpath,"//div[contains(@class,'carousel-text') and contains(@class,' hidden-for-mobile')]//div[contains(@class,'slick-active')]/img"
All,portrait,TextField,vip_txfMyAdImage,textfield to show ad image,xpath,"//div[contains(@class,'slider-mobile-for')]//div[contains(@class,'slick-active')]/img[@class='slick-carousel']"
All,landscape,TextField,vip_txfImageWrap,wrap to show ad image,xpath,"//div[(contains(@class,'content-slick-carousel-img slick-slide')) and contains(@class,'slick-active')]/img[@src]"
All,portrait,TextField,vip_txfImageWrap,wrap to show ad image,xpath,"//div[contains(@class,'slick-slide')and not(contains(@class, 'slick-cloned'))and not(contains(@class, 'slider-mobile-for'))]/img[@src or@data-lazy]"
All,landscape,TextField,vip_txfPreloadedImage,pre-loaded and current image,xpath,"//div[contains(@class,'slick-slide')and not(contains(@class, 'slick-cloned'))]/img[contains(@class, 'slick-carousel') and (@src or @currentSrc)]"
All,portrait,TextField,vip_txfPreloadedImage,pre-loaded and current image,xpath,"//div[@class='container']//div[contains(@class,'slick-slide')and not(contains(@class, 'slick-cloned'))and not(contains(@class, 'slider-mobile-for'))]/img[@src]"
All,All,Label,vip_pnlHeader,the header part in srp page,xpath,//div[@class='headerV2']
All,All,Label,vip_pnlFooter,the footer part in srp page,xpath,"//div[@class='footer-wrapper']"
All,All,Label,vip_pnlSearchBar,the search bar in header,xpath,//div[@class='search-bar']
All,All,TextField,vip_txfAdLocation,the my ad location on new VIP,xpath,"//div[@class='ad-showup-location']//a"
mx_vns,All,Button,vip_btnShowPhone,button to show full phone number,xpath,"//div[@class='reply-form-container ']//span[contains(@class,'show-phone')]"
za,All,Button,vip_btnShowPhone,button to show full phone number,xpath,"//div[@class='usr-interactions']//a[@class='button telephone']"
All,landscape,TextField,vip_btnHiddenPhone,the masked seller phone,xpath,"//span[@class='hidden-phone']"
All,landscape,TextField,vip_btnRealPhone,the real seller phone,xpath,"//span[@class='real-phone']/a"
mx_vns,portrait,Button,vip_btnCall,button to call seller on mobile,xpath,//a[@class='button telephone']
za,portrait,Button,vip_btnCall,button to call seller on mobile,xpath,"//div[@class='reply_controls clearfix  cloned smartStickyBottom']//a[@class='button telephone']"
All,portrait,Button,vip_btnSMS,button to SMS seller on mobile,xpath,//a[@class='button sms']
mx_vns,landscape,TextField,vip_txfPostOverlayTitle,the post overlay title on VIP on desktop,xpath,"//div[@class='post-overlay modal desktop-only']//div[@class='modal-header-message']"
mx_vns,portrait,TextField,vip_txfPostOverlayTitle,the post overlay title on VIP on mobile,xpath,"//div[@class='modal post-overlay']//div[@class='modal-title']"
za,All,TextField,vip_txfPostOverlayTitle,the post overlay title on VIP on desktop,xpath,"//div[@class='message']"
All,All,TextField,vip_txfPriceContact,the price of my ads is contactar,xpath,"//div[@class='item-details']//div[@class='price-update']/h3/span"
All,All,TextField,vip_txfPriceNegotiate,the price of my ads is negotiable,xpath,"//div[@class='item-details']//span[@class='value make-offer']"
All,landscape,Label,vip_imgAdAllImages,all images of the ad,xpath,"//div[contains(@class,'content-slick-carousel-img') and not(contains(@class,'slick-cloned'))]"
All,portrait,Label,vip_imgAdAllImages,all images of the ad,xpath,"//div[contains(@class,'carousel-images') and contains(@class,'hidden-for-desktop')]//img[not(contains(@class,'cloned'))]"
All,landscape,TextField,vip_txfReplyMessage,the message input for buyer when non login,xpath,"//div[@class='reply-form-container ']//textarea[@name='replyMessage']"
All,portrait,TextField,vip_txfReplyMessage,the message input for buyer when non login,xpath,"//section[@id='replyAdScreenTakeOver']//textarea[@name='replyMessage']"
All,landscape,TextField,vip_txfReplyName,the name input for buyer when non login,xpath,"//div[@class='reply-form-container ']//input[@name='buyerName']"
All,portrait,TextField,vip_txfReplyName,the name input for buyer when non login,xpath,"//section[@id='replyAdScreenTakeOver']//input[@name='buyerName']"
All,landscape,TextField,vip_txfReplyPhone,the phone input for buyer when non login,xpath,"//div[@class='reply-form-container ']//input[@name='phoneNumber']"
All,portrait,TextField,vip_txfReplyPhone,the phone input for buyer when non login,xpath,"//section[@id='replyAdScreenTakeOver']//input[@name='phoneNumber']"
All,All,Button,vip_btnMessageReply,the message reply btn on mobile,xpath,"//a[@class='button email']/span[@class='duText']"
All,landscape,TextField,vip_txfNonLoginReplyTip,the tip send msg on desktop,xpath,"//div[@class='reply-form-container ']//span[@class='desktop-message']"
All,All,Link,vip_lnkSimilarAds,the link navigate to similar ads of current ad,xpath,"//div[@class='related-ads-title']"
All,All,Label,vip_lblDisplayedSimilarAds,the ads of displayed similar ads,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')]"
All,All,Label,vip_lblDisplayedSellerOtherAds,the ads of displayed seller other ads,xpath,"//div[@class='content-ads ad-display']//img[@class='lazy ad-image' and @style='display: inline;']"
All,All,Label,hp_btnFirstSimilarAdFavorite,the favorite icon for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//span[contains(@class,'favorite-btn')]"
All,All,Link,hp_lnkFirstSimilarAdLink,the ad link for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//div[@class='ad-li-title ellipse-container']/a"
All,All,TextField,hp_txfFirstSimilarAdTitle,the title for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//div[@class='ad-li-title ellipse-container']"
All,All,Label,hp_imgFirstSimilarAdImage,the ad image for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//div[@class='ad-li-image']"
All,All,Label,hp_lblFirstSimilarAdLocation,the ad location for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//div[@class='ad-li-location']/span[2]"
All,All,TextField,hp_txfFirstSimilarAdPrice,the ad price for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//div[@class='ad-li-price']"
All,All,TextField,hp_txfFirstSimilarAdDesc,the ad price for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//div[@class='ad-li-description ellipse-container']"
All,All,TextField,hp_txfFirstSimilarAdCreateTime,the ad price for first similar ad,xpath,"//div[@class='related-ads-main']//div[contains(@class,'ad-list-item')][1]//span[@class='ad-li-create ad-li-other-item']"
All,All,Link,vip_lnkViewMoreAds,the link navigate to view more ads,xpath,"//span[@class='related-ads-view-more-text']"
All,All,TextField,vip_txfFirstRelatedAdImage,textfield to show first related ad image,xpath,"//div[@class='related-ads-main']/div[1]//img[@class=' lazyloaded']"
All,landscape,Button,vip_lnkCloseReplySuccessModal,the button to close the modal after reply success,xpath,"//div[@class='screen-takeover-content']//div[@class='close-button']"
All,portrait,Button,vip_lnkCloseReplySuccessModal,the button to close the modal after reply success,xpath,"//section[@id='replyAdSuccessScreenTakeOver']//span[@class='close-text']"
All,landscape,Link,vip_lnkSendAnotherMsg,the button to send another message after reply success,xpath,"//div[@class='reply-ad']//div[@class='screen-takeover-content']//div[@class='send-message-text']"
All,portrait,Link,vip_lnkSendAnotherMsg,the button to send another message after reply success,xpath,"//section[@class='screen-takeover mobile-only']//div[@class='send-message-text']"
All,landscape,Button,vip_btnContinueBrowsing,button back to search page on reply success modal,xpath,"//div[@class='reply-form']/div[1]//a[@class='return-button']"
All,portrait,Button,vip_btnContinueBrowsing,button back to search page on reply success modal,xpath,"//section[@id='replyAdSuccessScreenTakeOver']//a[@class='return-button']"
All,All,TextField,vip_txfViewCount,the view count on vip page,xpath,"//div[@class='ad-view-count']"
All,All,TextField,vip_txfReplyCount,the reply count on vip page,xpath,"//div[@class='ad-replies-count']"
All,landscape,Button,vip_btnClosePostSuccessModal,the button to close post tips on vip page,xpath,"//div[@class='post-overlay modal desktop-only']//span[@class='close-text']"
All,portrait,Button,vip_btnClosePostSuccessModal,the close btn to close post overlay,xpath,//div[@class='modal post-overlay']//span[@class='icon-close']
All,landscape,Button,vip_btnReplyLogin,the login btn when user non login,xpath,"//div[@class='reply-form-container ']//a[@class='login-link']"
All,portrait,Button,vip_btnReplyLogin,the login btn when user non login,xpath,"//div[@class='screen-takeover-content']//a[@class='login-link']"
All,landscape,Button,vip_btnPostOfPostSuccessModal,the post btn of post tips on vip page,xpath,"//div[@class='post-overlay modal desktop-only']//a[@class='btn']"
All,portrait,Button,vip_btnPostOfPostSuccessModal,the post btn of post tips on vip page,xpath,"//div[@class='modal-footer stickybottom']"
All,landscape,Button,vip_btnEditOfPostSuccessModal,the edit btn of post tips on vip page,xpath,"//div[@class='post-overlay modal desktop-only']//a[@data-gtm='pc|EditAdBegin']"
All,portrait,Button,vip_btnEditOfPostSuccessModal,the edit btn of post tips on vip page,xpath,"//div[@class='welcome-wrapper']//a[@data-gtm='pc|EditAdBegin']"
All,All,TextField,vip_txfSEOTitle,the seo title on vip,xpath,"//div[@class='quick-links-title']"
All,All,TextField,vip_txfFirstSEOColumnTitle,the first column title on vip,xpath,"//div[contains(@class,'quick-link-content')]/div[1]"
All,All,TextField,vip_txfSecondSEOColumnTitle,the second column title on vip,xpath,"//div[contains(@class,'quick-link-content')]/div[2]"
All,All,Link,vip_lnkSEOFooterViewMore,the view more button on vip,xpath,"//div[@class='quick-link-view-more']/span[@class='view-more']"
All,All,Link,vip_lnkSEOFooterViewLess,the view less title on vip,xpath,"//div[@class='quick-link-view-more']/span[@class='view-less']"
mx_vns,All,Link,vip_lnkSEOFooterPopularLinks,the popular link in SEO Footer,xpath,"//div[text()='Populares']"
mx_vns,All,Link,vip_lnkSEOFooterFirstPopularContent,the first popular link in SEO Footer,xpath,"//div[contains(@class,'quick-link-content')]/div[1]/div[contains(@class,'quick-link-item')][1]/a"
mx_vns,All,Link,vip_lnkSEOFooterLastPopularContent,the last popular link in SEO Footer,xpath,"//div[contains(@class,'quick-link-content')]/div[1]/div[contains(@class,'quick-link-item')][count(//div[contains(@class,'quick-link-content')]/div[1]/div[contains(@class,'quick-link-item')])]/a"
mx_vns,All,Link,vip_lnkSEOFooterFirstSuggestContent,the first suggest link in SEO Footer,xpath,"//div[contains(@class,'quick-link-content')]/div[2]/div[contains(@class,'quick-link-item')][1]/a"
mx_vns,All,Link,vip_lnkSEOFooterLastSuggestContent,the last suggest link in SEO Footer,xpath,"//div[contains(@class,'quick-link-content')]/div[2]/div[contains(@class,'quick-link-item')][count(//div[contains(@class,'quick-link-content')]/div[2]/div[contains(@class,'quick-link-item')])]/a"
All,All,Label,vip_lblSeoPopular,the seo popular label on vip page,xpath,"//div[@class='seo-wrapper']/div[2]//span[contains(text(),'Populares')]"
All,All,Link,vip_lblSeoPopularLinks,the seo popular links on vip page,xpath,"//div[@class='seo-wrapper']/div[1]//a[@class='top-links']"
All,portrait,Label,vip_lblSeoTrend,the seo trend label on vip page,xpath,"//div[@class='top-searches']//span[contains(text(),'Tendencias')]"
All,landscape,Label,vip_lblSeoTrend,the seo trend label on vip page,xpath,"//div[@class='seo-wrapper']/div[3]//span[contains(text(),'Tendencias')]"
All,All,Link,vip_lblSeoTrendLinks,the seo trend links on vip page,xpath,"//div[@class='seo-wrapper']/div[2]//a[@class='top-links']"
All,portrait,Label,vip_lblSeoSuggested,the seo suggested label on vip page,xpath,"//div[@class='top-searches']//span[contains(text(),'Sugeridos')]"
All,landscape,Label,vip_lblSeoSuggested,the seo suggested label on vip page,xpath,"//div[@class='seo-wrapper']/div[4]//span[contains(text(),'Sugeridos')]"
All,All,Link,vip_lblSeoSuggestedLinks,the seo suggested links on vip page,xpath,"//div[@class='seo-wrapper']/div[3]//a[@class='top-links']"
All,All,TextField,vip_txfLastPosted,the seo suggested links on vip page,xpath,"//div[@class='seo-wrapper']/div[3]//a[@class='top-links']"
All,landscape,TextField,vip_txfCurrentImg,the counter of current image on vip page,xpath,"//div[contains(@class,'hidden-for-mobile')]//span[@class='currentImg']"
All,portrait,TextField,vip_txfCurrentImg,the counter of current image on vip page,xpath,"//div[contains(@class,'hidden-for-desktop')]//span[@class='currentImg']"
All,landscape,TextField,vip_txTotalImg,the counter of total image on vip page,xpath,"//div[contains(@class,'hidden-for-mobile')]//span[@class='totalImg']"
All,portrait,TextField,vip_txTotalImg,the counter of total image on vip page,xpath,"//div[contains(@class,'container')]//div[contains(@class,'carousel')]//span[@class='totalImg']"
All,All,Button,vip_btnZoomviewNextImg,go to next ad image of ad on vip page in zoom view,xpath,"//div[@id='vipOverlay']//button[contains(@class,'slick-next') and not(contains(@class,'icon'))]/span"
All,All,Button,vip_btnZoomviewNextImgCarousel,go to next ad image of ad on vip page in zoom view in carousel,xpath,"//div[@id='vipOverlay']//button[contains(@class,'slick-next') and contains(@class,'icon')]"
All,All,Button,vip_btnZoomviewPreviousImg,go to previous ad image of ad on vip page in zoom view,xpath,"//div[@id='vipOverlay']//button[contains(@class,'slick-prev') and not(contains(@class,'icon'))]/span"
All,All,Button,vip_btnZoomviewPrevImgCarousel,go to previous ad image of ad on vip page in zoom viewin carousel,xpath,"//div[@id='vipOverlay']//button[contains(@class,'slick-prev') and contains(@class,'icon')]"
All,portrait,Label,vip_imgAdMainImage,the current main image on new VIP,xpath,"//div[contains(@class,'slick-current')]/img"
All,landscape,Label,vip_imgAdMainImage,the current main image on new VIP,xpath,"//div[@class='slider-for slick-initialized slick-slider']//div[contains(@class,'slick-active')]/img"
All,All,Label,vip_imgCurrentImg,the current image beneath the main image on new VIP,xpath,"//div[contains(@class,'carousel-images') and not(contains(@class,'hidden-for-desktop'))]//div[contains(@class,'slick-current slick-active')]//img[contains(@class,'slick-carousel')]"
All,All,TextField,vip_txfZoomviewAdTitle,the ad title when zoom the main ad image,xpath,"//div[@id='vipOverlay']//div[@class='title']"
All,All,TextField,vip_txfZoomviewAdPrice,the ad price when zoom the main ad image,xpath,"//div[@id='vipOverlay']//span[@class='value']"
All,landscape,Button,vip_btnCloseZoomview,close button to close zoom view,xpath,"//div[@id='vipOverlay']//span[contains(@class,'icon-close-white')]"
All,portrait,Button,vip_btnCloseZoomview,close button to close zoom view,xpath,"//div[contains(@class,'zoom-toolbar')]//span[contains(@class,'close-text')]"
All,landscape,Label,vip_imgZoomviewMainImage,the current main image on new VIP in zoomview,xpath,"//div[@id='vipOverlay']//div[contains(@class,'slider-for slick-initialized slick-slider')]//div[@class='slick-slide slick-current slick-active']/img"
All,portrait,Label,vip_imgZoomviewMainImage,the current main image on new VIP in zoomview,xpath,"//div[@id='viewPage']//div[@class='slider-mobile-for slick-initialized slick-slider']"
All,landscape,Label,vip_lblMagnifier,the magnifier to indicate the zoom funtion,xpath,"//div[contains(@class,'carousel-text') and contains(@class,'hidden-for-mobile')]//span[contains(@class,'icon-Zoom')]"
All,portrait,Label,vip_lblMagnifier,the magnifier to indicate the zoom funtion,xpath,"//span[contains(@class,'icon-Zoom')]"
All,landscape,TextField,vip_txfViewAllImages,the texts of View All Images on the images,xpath,"//div[contains(@class,'carousel-text') and contains(@class,'hidden-for-mobile')]//span[contains(@class,'more-images')]"
All,portrait,TextField,vip_txfViewAllImages,the texts of View All Images on the images,xpath,"//span[contains(@class,'more-images')]"
All,portrait,TextField,vip_txfZoomviewCurrentImg,the counter of current image on vip page when zoom in,xpath,"//span[@class='currentImg']"
All,landscape,TextField,vip_txfZoomviewCurrentImg,the counter of current image on vip page when zoom in,xpath,"//div[@id='vipOverlay']//span[@class='currentImg']"
All,portrait,TextField,vip_txZoomviewTotalImg,the counter of total image on vip page when zoom in,xpath,"//span[@class='totalImg']"
All,landscape,TextField,vip_txZoomviewTotalImg,the counter of total image on vip page when zoom in,xpath,"//div[@id='vipOverlay']//span[@class='totalImg']"
All,All,Button,vip_btnUploadAttachFile,button to upload attach file,xpath,"//div[@id='upload-container']//input[@class='dummy-datafile-button custom-file-upload']"
All,All,Button,vip_btnRemoveAttachFile,button to remove attach file,xpath,"//a[@class='remove']"
All,All,TextField,vip_txfAttachFilename,the uploaded attached file name,xpath,"//span[@id='filenamelabel']"
All,All,Label,vip_pnlGoogleMap,the google map,xpath,"//div[@id='view-map']//div[contains(@style,'position: absolute;')]"
mx_vns,All,Button,vip_btnMapZoomIn,to zoom in the map,xpath,"//button[@title='Acerca la imagen']"
za,All,Button,vip_btnMapZoomIn,to zoom in the map,xpath,"//div[@title='Zoom in']"
mx_vns,All,Button,vip_btnMapZoomOut,to zoom out the map,xpath,"//button[@title='Aleja la imagen']"
za,All,Button,vip_btnMapZoomOut,to zoom out the map,xpath,"//div[@title='Zoom out']"
All,landscape,TextField,vip_txfFirstCannedMsg,the first canned message in reply form,xpath,"//label[@for='checkBoxInput12']"
All,landscape,CheckBox,vip_chbFirstCannedMsg,checkbox of first canned message,xpath,"//input[@id='checkBoxInput12']"
All,portrait,TextField,vip_txfFirstCannedMsg,the first canned message in reply form,xpath,"//label[@for='checkBoxInput12']"
All,portrait,CheckBox,vip_chbFirstCannedMsg,checkbox of first canned message on mobile,xpath,"//input[@id='checkBoxInput12']"
All,landscape,TextField,vip_txfSecondCannedMsg,the second canned message in reply form,xpath,"//label[@for='checkBoxInput13']"
All,landscape,CheckBox,vip_chbSecondCannedMsg,checkbox of second canned message,xpath,"//input[@id='checkBoxInput13']"
All,portrait,TextField,vip_txfSecondCannedMsg,the second canned message in reply form,xpath,"//label[@for='checkBoxInput13']"
All,portrait,CheckBox,vip_chbSecondCannedMsg,checkbox of second canned message on mobile,xpath,"//input[@id='checkBoxInput13']"
All,landscape,TextField,vip_btnExpireTip,tip that this ad is expired,xpath,"//div[@class='status-ad-banner-desktop']//span[2]"
All,portrait,TextField,vip_btnExpireTip,tip that this ad is expired,xpath,"//div[@class='status-ad-banner-mobile']//span[2]"
All,All,TextField,vip_btnBreadcrumb,the breadcrumb on landscape new VIP,xpath,"//h2//span[contains(@class,'breadcrumbs')]"
All,All,TextField,txfAdPrice,the ad price new VIP,xpath,"//div[@class='price-update']/span[@itemprop='offers']//meta[@itemprop='price']"
All,All,TextField,textAdPriceCurrency,the ad price currency of new VIP,xpath,"//div[@class='price-update']/span[@itemprop='offers']//meta[@itemprop='priceCurrency']"
All,portrait,Button,vip_btnPostAd,post ad button on mobile new VIP,xpath,"//div[@class='vipBuyerBtn']//a"
All,landscape,Link,vip_lnkStatusLink,the reactive/view more link on expire vip,xpath,"//div[@class='status-ad-banner-desktop']//a"
All,portrait,Link,vip_lnkStatusLink,the reactive/view more link on expire vip,xpath,"//div[@class='status-ad-banner-mobile']//a"
All,All,TextField,vip_txfUrgentCorner,text that this ad has been promoted urgent on the image,xpath,"//div[@class='promoted-mark-wrapper']//span[contains(text(),'Urgent') or contains(text(),'Urgente')]"
All,All,Label,vip_imgWhiteBolt,white bolt that this ad has been promoted,xpath,"//i[@class='icon-blitz-white']"
All,All,Label,vip_imgGreenBolt,green bolt that this ad has been promoted,xpath,"//i[@class='icon-blitz-color']"
All,All,Label,vip_imgGalleryLabel,the gallery label that this ad has bought gallery,xpath,"//div[@class='promoted-mark-wrapper']//span[contains(text(),'Galería') or contains(text(),'Featured')]"
All,All,TextField,vip_txfFeatureLabel,the gallery label that this ad has bought feature,xpath,"//div[@class='promoted-mark-wrapper']//span[@class='label']"
All,All,TextField,vip_txfUrgentAboveTitle,text that this ad has been promoted urgent above title,xpath,"//div[@class='item-title']/span[@class='bolt-label']"
All,All,TextField,vip_txfAdSenseHeader,the container header of ad sense part on new vip,xpath,"//div[@id='adsenseContainer']"
All,All,TextField,vip_txfAdDescriptionID,the ad id in ad description,xpath,"//div[@class='ad-description-id']"
All,All,Button,vip_btnGetDirection,button to get the ad location direction,xpath,"//div[@class='get-directions-link']/a"
All,All,TextField,vip_txfNoExactLocTip,text that seller not share the exact location,xpath,"//div[@class='exact-location-text']"
All,All,Link,vip_lnkSharingFacebook,sharing facebook,xpath,"//a[@class='icon-share-ad-facebook']"
All,All,Link,vip_lnkSharingFBMessenger,sharing facebook messenger,xpath,"//a[@class='icon-share-ad-facebook-messenger']"
All,Landscape,Link,vip_lnkSharingTwitter,sharing twitter,xpath,"//a[@class='icon-share-ad-twitter']"
All,portrait,Link,vip_lnkSharingWhatsApp,sharing whats app on mobile,xpath,"//a[@class='icon-share-ad-whatsapp']"
All,All,Link,vip_lnkSharingEmail,sharing email,xpath,"//a[@class='icon-share-ad-email']"
All,All,Link,vip_lnkSharingCopyLink,sharing copy link,xpath,"//a[@class='icon-share-ad-copy-link']"
All,All,Label,vip_lblLinkCopied,sharing link has copied,xpath,"//span[@class='icon-share-ad-link-copied']"
All,All,TextField,vip_txfAdCompletenessTitle,ad completeness title,xpath,"//div[@class='ad-completness-title']"
All,All,Label,vip_pnlAdCompletenessProgress,ad completeness progress,xpath,"//div[@class='ad-completness-progress-bar-container']"
All,All,Label,vip_pnlAdCompletenessProgress100,ad completeness progress 100% complete,xpath,"//div[@class='ad-completeness-progress-bar-fill' and @style='width: 100%;']"
All,All,TextField,vip_txfHasBasicInfo,ad completeness add contact information,id,"HasBasicInfo"
All,All,CheckBox,vip_chbHasBasicInfo,checkbox of ad completeness add contact information,xpath,"//li[@id='HasBasicInfo']/input"
All,All,TextField,vip_txfHasPhoneNumber,ad completeness add phone number,id,"HasPhoneNumber"
All,All,CheckBox,vip_chbHasPhoneNumber,checkbox of ad completeness add phone number,xpath,"//li[@id='HasPhoneNumber']/input"
All,All,TextField,vip_txfHasLowestCategory,ad completeness select category,id,"HasLowestCategory"
All,All,CheckBox,vip_chbHasLowestCategory,checkbox of ad completeness select category,xpath,"//li[@id='HasLowestCategory']/input"
All,All,TextField,vip_txfHasOneImage,ad completeness add one image,id,"HasOneImage"
All,All,CheckBox,vip_chbHasOneImage,checkbox of ad completeness add one image,xpath,"//li[@id='HasOneImage']/input"
All,All,TextField,vip_txfHasFiveImages,ad completeness add up to 5 image,xpath,"//li[@id='HasFiveImages']/a"
All,All,CheckBox,vip_chbHasFiveImages,checkbox of ad completeness add up to 5 image,xpath,"//li[@id='HasFiveImages']/input"
All,All,TextField,vip_txfHasAllAttributes,ad completeness add optional infomation,id,"HasAllAttributes"
All,All,CheckBox,vip_chbHasAllAttributes,checkbox of ad completeness add optional information,xpath,"//li[@id='HasAllAttributes']/input"
All,All,TextField,vip_txfHasShortDescription,ad completeness add short description,xpath,"//li[@id='HasShortDescription']/a"
All,All,CheckBox,vip_chbHasShortDescription,checkbox of ad completeness add short description,xpath,"//li[@id='HasShortDescription']/input"
All,All,TextField,vip_txfHasLongDescription,ad completeness add detail description,xpath,"//li[@id='HasLongDescription']/a"
All,All,CheckBox,vip_chbHasLongDescription,checkbox of ad completeness add detail description,xpath,"//li[@id='HasLongDescription']/input"
All,All,TextField,vip_txfHasPrice,ad completeness add price,xpath,"//li[@id='HasPrice']/a"
All,All,CheckBox,vip_chbHasPrice,checkbox of ad completeness add price,xpath,"//li[@id='HasPrice']/input"
All,All,TextField,vip_txfHasLongTitle,ad completeness add detail title,xpath,"//li[@id='HasLongTitle']/a"
All,All,CheckBox,vip_chbHasLongTitle,checkbox of ad completeness add detail title,xpath,"//li[@id='HasLongTitle']/input"
All,All,Button,vip_btnViewMoreCompleteness,button to view more ad completeness,id,"viewMore"
All,All,Button,vip_btnViewLessCompleteness,button to view less ad completeness,id,"viewLess"
